Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13
Button/Name/TychusOdinNuclearStrike;Big Red Button;Большая красная кнопка;Großer roter Knopf;Gran botón rojo;Gran botón rojo;Gros bouton rouge;Pulsantone rosso;커다란 빨간색 버튼;Wielki Czerwony Przycisk;Grande Botão Vermelho;红色按钮;限制解除
Button/Name/TychusOutlawArmorLevel1;Upgrade Outlaw Life and Armor Level 1;Улучшить здоровье и броню бандитов, 1-й уровень;Level-1-Upgrade für Outlaw-Panzerung und -Trefferpunkte;Mejorar vida y armadura de los Forajidos nivel 1;Mejorar vida y armadura de Forajido - Nivel 1;Amélioration des points de vie et de l’armure des hors-la-loi - Niv. 1;Potenzia vita e corazza Fuorilegge livello 1;무법자의 생명력 및 장갑 업그레이드 1 레벨;Ulepszenie żywotności i pancerzy banitów – poziom 1;Aprimorar Vida e Blindagem de Fora da Lei - Nível 1;升级不法之徒生命与护甲等级1;升級亡命之徒的生命值和裝甲等級1
Button/Name/TychusOutlawArmorLevel2;Upgrade Outlaw Life and Armor Level 2;Улучшить здоровье и броню бандитов, 2-й уровень;Level-2-Upgrade für Outlaw-Panzerung und -Trefferpunkte;Mejorar vida y armadura de los Forajidos nivel 2;Mejorar vida y armadura de Forajido - Nivel 2;Amélioration des points de vie et de l’armure des hors-la-loi - Niv. 2;Potenzia vita e corazza Fuorilegge livello 2;무법자의 생명력 및 장갑 업그레이드 2 레벨;Ulepszenie żywotności i pancerzy banitów – poziom 2;Aprimorar Vida e Blindagem de Fora da Lei - Nível 2;升级不法之徒生命与护甲等级2;升級亡命之徒的生命值和裝甲等級2
Button/Name/TychusOutlawArmorLevel3;Upgrade Outlaw Life and Armor Level 3;Улучшить здоровье и броню бандитов, 3-й уровень;Level-3-Upgrade für Outlaw-Panzerung und -Trefferpunkte;Mejorar vida y armadura de los Forajidos nivel 3;Mejorar vida y armadura de Forajido - Nivel 3;Amélioration des points de vie et de l’armure des hors-la-loi - Niv. 3;Potenzia vita e corazza Fuorilegge livello 3;무법자의 생명력 및 장갑 업그레이드 3 레벨;Ulepszenie żywotności i pancerzy banitów – poziom 3;Aprimorar Vida e Blindagem de Fora da Lei - Nível 3;升级不法之徒生命与护甲等级3;升級亡命之徒的生命值和裝甲等級3
Button/Name/TychusOutlawArmorLevel4;Upgrade Outlaw Life and Armor Level 4;Улучшить здоровье и броню бандитов, 4-й уровень;Level-4-Upgrade für Outlaw-Panzerung und -Trefferpunkte;Mejorar vida y armadura de los Forajidos nivel 4;Mejorar vida y armadura de Forajido - Nivel 4;Amélioration des points de vie et de l’armure des hors-la-loi - Niv. 4;Potenzia vita e corazza Fuorilegge livello 4;무법자의 생명력 및 장갑 업그레이드 4 레벨;Ulepszenie żywotności i pancerzy banitów – poziom 4;Aprimorar Vida e Blindagem de Fora da Lei - Nível 4;升级不法之徒生命与护甲等级4;升級亡命之徒的生命值和裝甲等級4
Button/Name/TychusOutlawArmorLevel5;Upgrade Outlaw Life and Armor Level 5;Улучшить здоровье и броню бандитов, 5-й уровень;Level-5-Upgrade für Outlaw-Panzerung und -Trefferpunkte;Mejorar vida y armadura de los Forajidos nivel 5;Mejorar vida y armadura de Forajido - Nivel 5;Amélioration des points de vie et de l’armure des hors-la-loi - Niv. 5;Potenzia vita e corazza Fuorilegge livello 5;무법자의 생명력 및 장갑 업그레이드 5 레벨;Ulepszenie żywotności i pancerzy banitów – poziom 5;Aprimorar Vida e Blindagem de Fora da Lei - Nível 5;升级不法之徒生命与护甲等级5;升級亡命之徒的生命值和裝甲等級5
Button/Name/TychusOutlawWeaponsLevel1;Upgrade Outlaw Weapons Level 1;Улучшить вооружение бандитов, 1-й уровень;Level-1-Upgrade für Outlaw-Waffen;Mejorar armas de los Forajidos nivel 1;Mejorar armas de Forajido - Nivel 1;Amélioration des armes des hors-la-loi - Niv. 1;Potenzia armi Fuorilegge livello 1;무법자의 무기 업그레이드 1 레벨;Ulepszenie uzbrojenia banitów – poziom 1;Aprimorar Armas de Fora da Lei - Nível 1;升级不法之徒武器等级1;升級亡命之徒的武器等級1
Button/Name/TychusOutlawWeaponsLevel2;Upgrade Outlaw Weapons Level 2;Улучшить вооружение бандитов, 2-й уровень;Level-2-Upgrade für Outlaw-Waffen;Mejorar armas de los Forajidos nivel 2;Mejorar armas de Forajido - Nivel 2;Amélioration des armes des hors-la-loi - Niv. 2;Potenzia armi Fuorilegge livello 2;무법자의 무기 업그레이드 2 레벨;Ulepszenie uzbrojenia banitów – poziom 2;Aprimorar Armas de Fora da Lei - Nível 2;升级不法之徒武器等级2;升級亡命之徒的武器等級2
Button/Name/TychusOutlawWeaponsLevel3;Upgrade Outlaw Weapons Level 3;Улучшить вооружение бандитов, 3-й уровень;Level-3-Upgrade für Outlaw-Waffen;Mejorar armas de los Forajidos nivel 3;Mejorar armas de Forajido - Nivel 3;Amélioration des armes des hors-la-loi - Niv. 3;Potenzia armi Fuorilegge livello 3;무법자의 무기 업그레이드 3 레벨;Ulepszenie uzbrojenia banitów – poziom 3;Aprimorar Armas de Fora da Lei - Nível 3;升级不法之徒武器等级3;升級亡命之徒的武器等級3
Button/Name/TychusOutlawWeaponsLevel4;Upgrade Outlaw Weapons Level 4;Улучшить вооружение бандитов, 4-й уровень;Level-4-Upgrade für Outlaw-Waffen;Mejorar armas de los Forajidos nivel 4;Mejorar armas de Forajido - Nivel 4;Amélioration des armes des hors-la-loi - Niv. 4;Potenzia armi Fuorilegge livello 4;무법자의 무기 업그레이드 4 레벨;Ulepszenie uzbrojenia banitów – poziom 4;Aprimorar Armas de Fora da Lei - Nível 4;升级不法之徒武器等级4;升級亡命之徒的武器等級4
Button/Name/TychusOutlawWeaponsLevel5;Upgrade Outlaw Weapons Level 5;Улучшить вооружение бандитов, 5-й уровень;Level-5-Upgrade für Outlaw-Waffen;Mejorar armas de los Forajidos nivel 5;Mejorar armas de Forajido - Nivel 5;Amélioration des armes des hors-la-loi - Niv. 5;Potenzia armi Fuorilegge livello 5;무법자의 무기 업그레이드 5 레벨;Ulepszenie uzbrojenia banitów – poziom 5;Aprimorar Armas de Fora da Lei - Nível 5;升级不法之徒武器等级5;升級亡命之徒的武器等級5
Button/Name/TychusReaper;Crooked Sam;Мутный Сэм;Crooked Sam;Sam el Sucio;Sam el Sucio;Sam le Timbré;Sam il Losco;사기꾼 샘;Krzywy Sam;Sam 171;“老油条”萨姆;狡猾山姆
Button/Name/TychusReaperBomb;Demolition Charge;Разрушительный заряд;Detonationsladung;Carga de demolición;Carga de demolición;Charge explosive;Carica devastante;폭발물;Ładunek Burzący;Carga de Demolição;爆破炸弹;爆破炸藥
Button/Name/TychusReaperBombCharges;Enhanced Hostilities Kit;Улучшенный боекомплект;Verbesserte Kampfhandlungsausrüstung;Kit de hostilidades mejoradas;Kit de hostilidades mejorado;Kit d’aggravation des hostilités;Dotazione da scontro potenziata;개선된 교전 장비;Zestaw Ulepszeń Bojowych;Kit de Hostilidade Aprimorado;强化版爆破套件;強化戰意套件
Button/Name/TychusReaperBombDamage;LarsCorp G7 Charges;Заряды LarsCorp G7;LarsCorp Sprengsatz G7;Cargas G7 de LarsCorp;Cargas de G7 de LarsCorp;Charges LarsCorp G7;Cariche LarsCorp G7;라스콥 G7 폭탄;Ładunki LarsCorp G7;Cargas LarsCorp G7;拉尔斯科技G7型炸弹;拉斯企業G7炸藥
Button/Name/TychusReaperBombDamageLearn;Purchase LarsCorp G7 Charges;Приобрести заряды LarsCorp G7;LarsCorp Sprengsatz G7 kaufen;Adquirir cargas G7 de LarsCorp;Comprar Cargas de G7 de LarsCorp;Acheter les charges LarsCorp G7;Acquista Cariche LarsCorp G7;라스콥 G7 폭탄 구매;Kup Ładunki LarsCorp G7;Comprar Cargas LarsCorp G7;购买拉尔斯科技G7型炸弹;購買拉斯企業G7炸藥
Button/Name/TychusReaperBombStun;Moebius Restraint Matrix;Ограничительная матрица корпуса Мебиуса;Moebius Hemmungsmatrix;Matriz de restricción de Moebius;Matriz de contención de Moebius;Matrice d’inhibition Möbius;Matrice coattiva Moebius;뫼비우스 억제장;Matryca Obezwładniająca Moebiusa;Matriz de Contenção Moebius;莫比斯拘束矩阵;莫比斯抑制矩陣
Button/Name/TychusReaperBombStunLearn;Purchase Moebius Restraint Matrix;Приобрести ограничительную матрицу корпуса Мебиуса;Moebius Hemmungsmatrix kaufen;Adquirir matriz de restricción de Moebius;Comprar Matriz de contención de Moebius;Acheter la matrice d’inhibition Möbius;Acquista Matrice coattiva Moebius;뫼비우스 억제장 구매;Kup Matrycę Obezwładniającą Moebiusa;Comprar Matriz de Contenção Moebius;购买莫比斯拘束矩阵;購買莫比斯抑制矩陣
Button/Name/TychusReaperEvasionBuff;Procyon Shade Suit;Маскировочный костюм Procyon;Procyon Schattenanzug;Traje de incógnito de Procyon;Traje sombrío de Procyon;Combinaison d’évasion Procyon;Tuta da occultamento Procyon;프로키온 그림자 전투복;Kombinezon Maskujący Procyon;Traje de Vulto Procyon;普罗希昂遮光服;恆星幽影套裝
Button/Name/TychusReaperEvasionLearn;Purchase Procyon Shade Suit;Приобрести маскировочный костюм Procyon;Procyon Schattenanzug kaufen;Adquirir traje de incógnito de Procyon;Comprar Traje sombrío de Procyon;Acheter la combinaison d’évasion Procyon;Acquista Tuta da occultamento Procyon;프로키온 그림자 전투복 구매;Kup Kombinezon Maskujący Procyon;Comprar Traje de Vulto Procyon;购买普罗希昂遮光服;購買恆星幽影套裝
Button/Name/TychusResearchCenterBuild;Warp In Supply Depot;Вызвать хранилище;Versorgungsdepot anfordern;Invocar depósito de suministros;Transposicionar Depósito de suministros;Transférer un dépôt de ravitaillement;Richiedi Deposito;보급고 소환;Przesłanie magazynu;Transdobrar Depósito de Suprimentos;折跃补给站;躍傳補給站
Button/Name/TychusReviveFirebat;"Redeploy Miles ""Blaze"" Lewis";Повторно вызвать Майлза «Блэйза» Льюиса;"Miles ""Blaze"" Lewis erneut einsetzen";"Volver a desplegar a Miles ""Vulcano"" Lewis";"Reinvocar a Miles ""Blaze"" Lewis";Redéployer Miles « Kramer » Lewis;"Rianima Miles ""Blaze"" Lewis";"마일스 ""블레이즈"" 루이스 재배치";Przywrócenie Milesa „Pożarsky'ego” Lewisa;"Reposicionar Miles ""Blaze"" Lewis";重新部署迈尔斯“布雷泽”刘易斯;重新部署「爆焰」邁爾斯‧路易士
Button/Name/TychusReviveGhost;Redeploy Vega;Повторно вызвать Вегу;Vega erneut einsetzen;Volver a desplegar a Vega;Reinvocar a Vega;Redéployer Véga;Rianima Vega;베가 재배치;Przywrócenie Vegi;Reposicionar Vega;重新部署维嘉;重新部署維嘉
Button/Name/TychusReviveHERC;"Redeploy Rob ""Cannonball"" Boswell";Повторно вызвать Роба «Ядрилу» Босвелла;"Rob ""Cannonball"" Boswell erneut einsetzen";"Volver a desplegar a Rob ""Bala"" Boswell";"Reinvocar a Rob ""Bala de cañón"" Boswell";Redéployer Rob « la Bombarde » Boswell;"Rianima Rob ""Cannonball"" Boswell";"롭 ""대포알"" 보스웰 재배치";Przywrócenie Roba „Kartacza” Boswella;"Reposicionar Rob ""Bala de Canhão"" Boswell";重新部署罗布“弹头哥”博斯韦尔;重新部署「砲彈」羅伯‧波斯維爾
Button/Name/TychusReviveMarauder;"Redeploy Kevin ""Rattlesnake"" West";Повторно вызвать Кева «Гадюку» Уэста;"Kevin ""Rattlesnake"" West erneut einsetzen";"Volver a desplegar a Kevin ""Serpiente"" West";"Reinvocar a Kevin ""Serpiente de cascabel"" West";Redéployer Kevin « Fer-de-Lance » West;"Rianima Kevin ""Rattlesnake"" West";"케빈 ""방울뱀"" 웨스트 재배치";Przywrócenie Kevina „Grzechotnika” Westa;"Reposicionar Kevin ""Cascavel"" West";重新部署凯文“响尾蛇”韦斯特;重新部署「響尾蛇」凱夫‧維斯特
Button/Name/TychusReviveMedic;Redeploy Lt. Layna Nikara;Повторно вызвать лейтенанта Лейну Никару;Lt. Layna Nikara erneut einsetzen;Volver a desplegar a la Tte. Layna Nikara;Reinvocar a Teniente Layna Nikara;Redéployer le lt Layna Nikara;Rianima il Ten. Layna Nikara;중위 레이나 니카라 재배치;Przywrócenie por. Layny Nikary;Reposicionar Ten. Layna Nikara;重新部署莱纳·尼卡拉中尉;重新部署萊娜‧尼可拉中尉
Button/Name/TychusReviveReaper;Redeploy Crooked Sam;Повторно вызвать Мутного Сэма;Crooked Sam erneut einsetzen;Volver a desplegar a Sam el Sucio;Reinvocar a Sam el Sucio;Redéployer Sam le Timbré;Rianima Sam il Losco;사기꾼 샘 재배치;Przywrócenie Krzywego Sama;Reposicionar Sam 171;重新部署“老油条”萨姆;重新部署狡猾山姆
Button/Name/TychusReviveSpectre;Redeploy Nux;Повторно вызвать Накса;Nux erneut einsetzen;Volver a desplegar a Obús;Reinvocar a Nux;Redéployer Nux;Rianima Nux;넉스 재배치;Przywrócenie Nuxa;Reposicionar Nux;重新部署纳克斯;重新部署納克斯
Button/Name/TychusReviveTychus;Redeploy Tychus Findlay;Повторно вызвать Тайкуса Финдли;Tychus Findlay erneut einsetzen;Volver a desplegar a Tychus Findlay;Reinvocar a Tychus Findlay;Redéployer Tychus Findlay;Rianima Tychus Findlay;타이커스 핀들레이 재배치;Przywrócenie Tychusa Findlaya;Reposicionar Tychus Findlay;重新部署泰凯斯·芬利;重新部署泰科斯‧芬利
Button/Name/TychusReviveWarhound;"Redeploy James ""Sirius"" Sykes";Повторно вызвать Джеймса «Сириуса» Сайкса;"James ""Sirius"" Sykes erneut einsetzen";"Volver a desplegar a James ""Sirius"" Sykes";"Reinvocar a James ""Sirius"" Sykes";Redéployer James « Sirius » Sykes;"Rianima James ""Sirius"" Sykes";"제임스 ""시리우스"" 사이크스 재배치";Przywrócenie Jamesa „Syriusza” Sykesa;"Reposicionar James ""Sirius"" Sykes";重新部署詹姆斯“天狼星”赛克斯;重新部署「天狼星」詹姆士‧塞克斯
Button/Name/TychusSCV;Train SCV;Построить КСМ;WBF ausbilden;Entrenar VCE;Entrenar VCE;Former un VCS;Addestra SCV;건설로봇 훈련;Wyszkol ERK;Treinar VCE;制造SCV;訓練太空工程車
Button/Name/TychusSCVAutoTurret;Build Auto-Turret;Построить автотурель;Automatischen Geschützturm bauen;Construir torreta automática;Construir Torreta automática;Construire une tourelle automatisée;Costruisci Torretta automatica;자동 포탑 생성;Wieżyczka automatyczna;Construir Torre de Artilharia Automatizada;制造自动机炮;部署自動砲台
Button/Name/TychusSecretStash;Tychus' Secret Stash;Заначка Тайкуса;Tychus' geheimer Vorrat;Alijo secreto de Tychus;Reserva secreta de Tychus;Stock secret de Tychus;Comparto segreto di Tychus;타이커스의 비밀 가방;Tajna skrytka Tychusa;Esconderijo secreto de Tychus;泰凯斯的藏匿处;泰科斯的秘密寶箱
Button/Name/TychusShredderGrenade;Shredder Grenade;Разрывная граната;Schreddergranate;Granada trituradora;Granada destructora;Grenade déchiqueteuse;Granata sminuzzatrice;분쇄 수류탄;Granat Odłamkowy;Granada de Retalhação;粉碎者手雷;爆裂榴彈
Button/Name/TychusSpectre;Nux;Накс;Nux;Obús;Nux;Nux;Nux;넉스;Nux;Nux;纳克斯;納克斯
Button/Name/TychusSpectreBrillianceAura;N3 Networking;Сеть N3;N3-Netz;Red N3;Conexión N3;Mise en réseau N3;Rete N3;N3 네트워킹;Sieć N3;Rede N3;N3网络;N3網路連結
Button/Name/TychusSpectreExtendedPulseGun;Crystalline Amplifiers;Кристаллические усилители;Kristallverstärker;Amplificadores cristalinos;Amplificadores cristalinos;Amplificateurs cristallins;Amplificatori cristallini;결정 증폭기;Wzmacniacze Krystaliczne;Amplificadores Cristalinos;水晶增幅器;水晶增幅器
